INTF ID,Gregory-Aland,Unambiguous Agreements (A),Ambiguous Agreements (≟),Unambiguous Disagreements (D),Similarity Lower Bound,Similarity Mean,Similarity Upper Bound,Highest Credible Rank,Rank,Lowest Credible Rank
30861,861,7,7,5,0.31577760291406304,0.5833333333333334,0.807767558198712,1,1,1615
32600,2600,4,6,3,0.24486321636655164,0.5714285714285714,0.8429872295129419,1,2,1704
32785,2785,5,1,4,0.2623780766069451,0.5555555555555556,0.8129139715526015,1,3,1699
32172,2172,10,8,10,0.2978068387836429,0.5,0.702193161216357,1,4,1684
30831,831,4,6,4,0.21200850677886804,0.5,0.787991493221132,1,5,1710
31288,1288,14,12,16,0.30154565071234124,0.4666666666666667,0.6396576728391835,1,6,1688
32534,2534,5,2,6,0.21094463823929674,0.4545454545454545,0.7233303143178942,1,7,1710
30805,805,5,2,6,0.21094463823929674,0.4545454545454545,0.7233303143178942,1,8,1710
30316,316,5,6,6,0.21094463823929674,0.4545454545454545,0.7233303143178942,1,9,1710
32491,2850,8,5,10,0.24447468946619616,0.4444444444444444,0.6650021559882646,1,10,1708
32831,2831,4,3,5,0.18708602844739855,0.4444444444444444,0.7376219233930549,1,11,1710
30033,33,11,14,14,0.26587121742295106,0.44,0.6308196190760335,1,12,1707
32451,2451,7,9,9,0.22983268726599046,0.4375,0.6707528460532426,1,13,1710
32368,2368,7,6,9,0.22983268726599046,0.4375,0.6707528460532426,1,14,1710
30393,393,7,4,9,0.22983268726599046,0.4375,0.6707528460532426,1,15,1710
30079,79,17,15,22,0.29258835003988004,0.4358974358974359,0.5910994195730366,1,16,1701
20019,019,16,17,21,0.2862414990005961,0.4324324324324325,0.5917855458800948,1,17,1701
30118,118,15,15,20,0.27935419196684763,0.42857142857142855,0.5924347591082235,1,18,1706
32688,2688,11,10,15,0.2547988066317378,0.4230769230769231,0.6120160697403181,1,19,1708
31210,1210,16,16,22,0.2781076296764094,0.42105263157894735,0.5790013305951469,1,20,1707
30130,130,16,16,22,0.2781076296764094,0.42105263157894735,0.5790013305951469,1,21,1707
32147,2147,13,14,18,0.2636381244109847,0.41935483870967744,0.5935507534235236,1,22,1708
20063,063,5,6,7,0.192232441801288,0.4166666666666667,0.6842223970859369,1,23,1710
32193,2193,14,19,20,0.263227235698817,0.4117647058823529,0.5788822781179,1,24,1708
30657,657,15,16,22,0.26309823725148423,0.40540540540540543,0.5661384613904705,1,25,1708
31216,1216,15,17,22,0.26309823725148423,0.40540540540540543,0.5661384613904705,1,26,1708
20001,01,15,17,22,0.26309823725148423,0.40540540540540543,0.5661384613904705,1,27,1708
30829,829,15,17,22,0.26309823725148423,0.40540540540540543,0.5661384613904705,1,28,1708
32726,2726,15,17,22,0.26309823725148423,0.40540540540540543,0.5661384613904705,1,29,1708
30152,152,15,17,22,0.26309823725148423,0.40540540540540543,0.5661384613904705,1,30,1708
30159,159,12,14,18,0.2454759507386516,0.4,0.5781304108659586,1,31,1710
31582,1582,14,19,21,0.2551410483264677,0.4,0.5653619525515745,1,32,1709
30001,1,14,19,21,0.2551410483264677,0.4,0.5653619525515745,1,33,1709
32686,2686,10,6,15,0.23352198312744346,0.4,0.5942924647014085,1,34,1710
31279,1279,15,15,23,0.2556677968862328,0.3947368421052632,0.5538094317780062,1,35,1709
30744,744,15,16,23,0.2556677968862328,0.3947368421052632,0.5538094317780062,1,36,1709
30022,22,15,16,23,0.2556677968862328,0.3947368421052632,0.5538094317780062,1,37,1709
30184,184,15,16,23,0.2556677968862328,0.3947368421052632,0.5538094317780062,1,38,1709
30555,555,15,16,23,0.2556677968862328,0.3947368421052632,0.5538094317780062,1,39,1709
30795,795,13,13,20,0.2464707352977507,0.3939393939393939,0.5643602882286101,1,40,1710
30892,892,14,18,22,0.2475423764766738,0.3888888888888889,0.5524319775491875,1,41,1710
32118,2118,14,13,22,0.2475423764766738,0.3888888888888889,0.5524319775491875,1,42,1710
30933,933,14,17,22,0.2475423764766738,0.3888888888888889,0.5524319775491875,1,43,1710
32311,2311,5,6,8,0.17661108998211786,0.38461538461538464,0.6486198893840085,1,44,1712
31215,1215,15,12,24,0.24864998658774376,0.38461538461538464,0.541985247767389,1,45,1710
31208,1208,15,15,24,0.24864998658774376,0.38461538461538464,0.541985247767389,1,46,1710
30348,348,15,15,24,0.24864998658774376,0.38461538461538464,0.541985247767389,1,47,1710
30501,501,8,6,13,0.20709312299714916,0.3809523809523809,0.5934233311743533,1,48,1710
32300,2300,8,8,13,0.20709312299714916,0.3809523809523809,0.5934233311743533,1,49,1710
31330,1330,8,8,13,0.20709312299714916,0.3809523809523809,0.5934233311743533,1,50,1710
30485,485,11,10,18,0.2265576488285937,0.3793103448275862,0.5614401509880425,1,51,1710
31579,1579,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,52,1710
31587,1587,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,53,1710
31388,1388,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,54,1710
32766,2766,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,55,1710
30074,74,14,15,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,56,1710
32397,2397,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,57,1710
32404,2404,14,16,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,58,1710
31006,1006,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,59,1710
30180,180,14,17,23,0.24038789364403546,0.3783783783783784,0.5400572140755622,1,60,1710
