INTF ID,Gregory-Aland,Unambiguous Agreements (A),Ambiguous Agreements (≟),Unambiguous Disagreements (D),Similarity Lower Bound,Similarity Mean,Similarity Upper Bound,Rank
32370,2370,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,70
30066,66,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,71
31703,1703,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,72
30754,754,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,73
30361,361,53,62,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,74
30963,963,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,75
31033,1033,53,63,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,76
32660,2660,53,64,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,77
30324,324,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,78
30010,10,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,79
30237,237,53,64,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,80
31476,1476,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,81
30415,415,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,82
31025,1025,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,83
30929,929,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,84
31439,1439,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,85
30895,895,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,86
32737,2737,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,87
31443,1443,53,65,35,0.4974970576327822,0.6022727272727273,0.6982916533306149,88
30729,729,54,63,36,0.4964038269733197,0.6,0.6952181690551185,89
30134,134,54,63,36,0.4964038269733197,0.6,0.6952181690551185,90
30222,222,51,68,34,0.4933904695106758,0.6,0.6977554011607012,91
30085,85,9,17,6,0.3543460943020782,0.6,0.8024658594673322,92
31300,1300,51,60,34,0.4933904695106758,0.6,0.6977554011607012,93
32633,2633,52,65,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,94
32145,2145,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,95
30071,71,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,96
32725,2725,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,97
30248,248,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,98
30662,662,52,63,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,99
31145,1145,52,64,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,100
32323,2323,52,62,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,101
31146,1146,52,65,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,102
31158,1158,52,64,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,103
31385,1385,52,64,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,104
32590,2590,52,64,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,105
30185,185,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,106
30367,367,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,107
30059,59,52,65,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,108
30781,781,52,66,35,0.4923353156184486,0.5977011494252874,0.6946086460592564,109
30933,933,49,62,33,0.4890258442364402,0.5975609756097561,0.6971529622270105,110
32459,2459,49,54,33,0.4890258442364402,0.5975609756097561,0.6971529622270105,111
31506,1506,46,51,31,0.4853990787939231,0.5974025974025974,0.6999193356736177,112
31596,1596,46,56,31,0.4853990787939231,0.5974025974025974,0.6999193356736177,113
32222,2222,34,38,23,0.4664145454646497,0.5964912280701754,0.7140367357449418,114
31295,1295,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,115
32515,2515,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,116
31335,1335,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,117
31687,1687,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,118
30764,764,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,119
31060,1060,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,120
30740,740,53,61,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,121
30932,932,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,122
32507,2507,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,123
31660,1660,53,61,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,124
31460,1460,53,63,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,125
31595,1595,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,126
31573,1573,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,127
31520,1520,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,128
31187,1187,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,129
30952,952,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,130
30663,663,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,131
30708,708,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,132
31180,1180,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,133
32191,2191,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,134
32647,2647,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,135
31514,1514,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,136
32637,2637,53,64,36,0.4913413183034397,0.5955056179775281,0.6915814158986147,137
20031,031,50,61,34,0.4880164753616768,0.5952380952380952,0.6939302112084159,138
31630,1630,50,66,34,0.4880164753616768,0.5952380952380952,0.6939302112084159,139
32790,2790,47,54,32,0.4843769404954895,0.5949367088607594,0.6964754070624057,140
30855,855,54,62,37,0.4904039577460742,0.5934065934065934,0.688666826974556,141
